fullname,motivation,surname,firstname,share,born,year,age,born_city,died,is_alive,category,born_country,gender,born_country_code,affiliation_city,affiliation,affiliation_country
Eric S. Maskin,for having laid the foundations of mechanism design theory,Maskin,Eric S.,3,12/12/1950,2007,56,"New York, NY",0000-00-00,TRUE,economics,USA,male,US,"Princeton, NJ",Institute for Advanced Study,USA
Roger B. Myerson,for having laid the foundations of mechanism design theory,Myerson,Roger B.,3,3/29/1951,2007,55,"Boston, MA",0000-00-00,TRUE,economics,USA,male,US,"Chicago, IL",University of Chicago,USA
Leonid Hurwicz,for having laid the foundations of mechanism design theory,Hurwicz,Leonid,3,8/21/1917,2007,89,Moscow,6/24/2008,FALSE,economics,Russia,male,RU,"Minneapolis, MN",University of Minnesota,USA
Doris Lessing,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",Lessing,Doris,1,10/22/1919,2007,87,Kermanshah,11/17/2013,FALSE,literature,Persia (now Iran),female,IR,,none,
Mario R. Capecchi,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,Capecchi,Mario R.,3,10/6/1937,2007,69,Verona,0000-00-00,TRUE,medicine,Italy,male,IT,,Howard Hughes Medical Institute,
Oliver Smithies,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,Smithies,Oliver,3,6/23/1925,2007,81,Halifax,0000-00-00,TRUE,medicine,United Kingdom,male,GB,"Chapel Hill, NC",University of North Carolina,USA
Sir Martin J. Evans,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,Evans,Sir Martin J.,3,1/1/1941,2007,66,Stroud,0000-00-00,TRUE,medicine,United Kingdom,male,GB,Cardiff,Cardiff University,United Kingdom
Albert Arnold (Al) Gore Jr.,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",Gore Jr.,Albert Arnold (Al),2,3/31/1948,2007,58,"Washington, DC",0000-00-00,TRUE,peace,USA,male,US,,none,
Peter Grünberg,for the discovery of Giant Magnetoresistance,Grünberg,Peter,2,5/18/1939,2007,67,Plzen,0000-00-00,TRUE,physics,Czechoslovakia (now Czech Republic),male,CZ,J&uuml;lich,Forschungszentrum J&uuml;lich,Germany
Albert Fert,for the discovery of Giant Magnetoresistance,Fert,Albert,2,3/7/1938,2007,68,Carcassonne,0000-00-00,TRUE,physics,France,male,FR,Orsay,Unit&eacute; Mixte de Physique CNRS/THALES,France
Roger Y. Tsien,"for the discovery and development of the green fluorescent protein, GFP",Tsien,Roger Y.,3,2/1/1952,2008,55,"New York, NY",0000-00-00,TRUE,chemistry,USA,male,US,,Howard Hughes Medical Institute,
Martin Chalfie,"for the discovery and development of the green fluorescent protein, GFP",Chalfie,Martin,3,1/15/1947,2008,60,"Chicago, IL",0000-00-00,TRUE,chemistry,USA,male,US,"New York, NY",Columbia,USA
Osamu Shimomura,"for the discovery and development of the green fluorescent protein, GFP",Shimomura,Osamu,3,8/27/1928,2008,79,Kyoto,0000-00-00,TRUE,chemistry,Japan,male,JP,"Massachusetts, MA",Boston University Medical School,USA
Paul Krugman,for his analysis of trade patterns and location of economic activity,Krugman,Paul,1,2/28/1953,2008,54,"New York, NY",0000-00-00,TRUE,economics,USA,male,US,"Princeton, NJ",Princeton University,USA
Jean-Marie Gustave Le Clézio,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",Le Clézio,Jean-Marie Gustave,1,4/13/1940,2008,67,Nice,0000-00-00,TRUE,literature,France,male,FR,,none,
Luc Montagnier,for their discovery of human immunodeficiency virus,Montagnier,Luc,4,8/18/1932,2008,75,Chabris,0000-00-00,TRUE,medicine,France,male,FR,Paris,World Foundation for AIDS Research and Prevention,France
Françoise Barré-Sinoussi,for their discovery of human immunodeficiency virus,Barré-Sinoussi,Françoise,4,7/30/1947,2008,60,Paris,0000-00-00,TRUE,medicine,France,female,FR,Paris,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",France
Harald zur Hausen,for his discovery of human papilloma viruses causing cervical cancer,zur Hausen,Harald,2,3/11/1936,2008,71,Gelsenkirchen,0000-00-00,TRUE,medicine,Germany,male,DE,Heidelberg,German Cancer Research Center,Germany
Martti Ahtisaari,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",Ahtisaari,Martti,1,6/23/1937,2008,70,Viipuri (now Vyborg),0000-00-00,TRUE,peace,Finland (now Russia),male,RU,,none,
Yoichiro Nambu,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,Nambu,Yoichiro,2,1/18/1921,2008,86,Tokyo,7/5/2015,FALSE,physics,Japan,male,JP,"Chicago, IL","Enrico Fermi Institute, University of Chicago",USA
Toshihide Maskawa,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,Maskawa,Toshihide,4,2/7/1940,2008,67,Nagoya,0000-00-00,TRUE,physics,Japan,male,JP,Kyoto,Kyoto Sangyo University,Japan
Makoto Kobayashi,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,Kobayashi,Makoto,4,4/7/1944,2008,63,Nagoya,0000-00-00,TRUE,physics,Japan,male,JP,Tsukuba,High Energy Accelerator Research Organization (KEK),Japan
Ada E. Yonath,for studies of the structure and function of the ribosome,Yonath,Ada E.,3,6/22/1939,2009,69,Jerusalem,0000-00-00,TRUE,chemistry,British Mandate of Palestine (now Israel),female,IL,Rehovot,Weizmann Institute of Science,Israel
Thomas A. Steitz,for studies of the structure and function of the ribosome,Steitz,Thomas A.,3,8/23/1940,2009,68,"Milwaukee, WI",0000-00-00,TRUE,chemistry,USA,male,US,"New Haven, CT",Yale University,USA
Elinor Ostrom,"for her analysis of economic governance, especially the commons",Ostrom,Elinor,2,8/7/1933,2009,75,"Los Angeles, CA",6/12/2012,FALSE,economics,USA,female,US,"Bloomington, IN",Indiana University,USA
Oliver E. Williamson,"for his analysis of economic governance, especially the boundaries of the firm",Williamson,Oliver E.,2,9/27/1932,2009,76,"Superior, WI",0000-00-00,TRUE,economics,USA,male,US,"Berkeley, CA",University of California,USA
Herta Müller,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",Müller,Herta,1,8/17/1953,2009,55,"Nitzkydorf, Banat",0000-00-00,TRUE,literature,Romania,female,RO,,none,
Elizabeth H. Blackburn,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Blackburn,Elizabeth H.,3,11/26/1948,2009,60,"Hobart, Tasmania",0000-00-00,TRUE,medicine,Australia,female,AU,"San Francisco, CA",University of California,USA
Jack W. Szostak,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Szostak,Jack W.,3,11/9/1952,2009,56,London,0000-00-00,TRUE,medicine,United Kingdom,male,GB,"Boston, MA",Harvard,USA
Carol W. Greider,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Greider,Carol W.,3,4/15/1961,2009,47,"San Diego, CA",0000-00-00,TRUE,medicine,USA,female,US,"Baltimore, MD",Johns Hopkins University School of Medicine,USA
Barack H. Obama,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,Obama,Barack H.,1,8/4/1961,2009,47,"Honolulu, HI",0000-00-00,TRUE,peace,USA,male,US,,none,
Willard S. Boyle,for the invention of an imaging semiconductor circuit - the CCD sensor,Boyle,Willard S.,4,8/19/1924,2009,84,"Amherst, NS",5/7/2011,FALSE,physics,Canada,male,CA,"Murray Hill, NJ",Bell Laboratories,USA
George E. Smith,for the invention of an imaging semiconductor circuit - the CCD sensor,Smith,George E.,4,5/10/1930,2009,78,"White Plains, NY",0000-00-00,TRUE,physics,USA,male,US,"Murray Hill, NJ",Bell Laboratories,USA
Charles Kuen Kao,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,Kao,Charles Kuen,2,11/4/1933,2009,75,Shanghai,0000-00-00,TRUE,physics,China,male,CN,Hong Kong,Chinese University of Hong Kong,China
Ei-ichi Negishi,for palladium-catalyzed cross couplings in organic synthesis,Negishi,Ei-ichi,3,7/14/1935,2010,74,Changchun,0000-00-00,TRUE,chemistry,China,male,CN,"West Lafayette, IN",Purdue University,USA
Richard F. Heck,for palladium-catalyzed cross couplings in organic synthesis,Heck,Richard F.,3,8/15/1931,2010,78,"Springfield, MA",10/9/2015,FALSE,chemistry,USA,male,US,,University of Delaware,USA
Akira Suzuki,for palladium-catalyzed cross couplings in organic synthesis,Suzuki,Akira,3,9/12/1930,2010,79,Mukawa,0000-00-00,TRUE,chemistry,Japan,male,JP,Sapporo,Hokkaido University,Japan
Peter A. Diamond,for their analysis of markets with search frictions,Diamond,Peter A.,3,4/29/1940,2010,69,"New York, NY",0000-00-00,TRUE,economics,USA,male,US,"Cambridge, MA",MIT,USA
Dale T. Mortensen,for their analysis of markets with search frictions,Mortensen,Dale T.,3,2/2/1939,2010,70,"Enterprise, OR",1/9/2014,FALSE,economics,USA,male,US,"Evanston, IL",Northwestern University,USA
Christopher A. Pissarides,for their analysis of markets with search frictions,Pissarides,Christopher A.,3,2/20/1948,2010,61,Nicosia,0000-00-00,TRUE,economics,Cyprus,male,CY,London,London School of Economics and Political Science,United Kingdom
Mario Vargas Llosa,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",Vargas Llosa,Mario,1,3/28/1936,2010,73,Arequipa,0000-00-00,TRUE,literature,Peru,male,PE,,none,
Robert G. Edwards,for the development of in vitro fertilization,Edwards,Robert G.,1,9/27/1925,2010,84,Batley,4/10/2013,FALSE,medicine,United Kingdom,male,GB,Cambridge,Cambridge,United Kingdom
Liu Xiaobo,for his long and non-violent struggle for fundamental human rights in China,Xiaobo,Liu,1,12/28/1955,2010,54,,0000-00-00,TRUE,peace,China,male,CN,,none,
Konstantin Novoselov,for groundbreaking experiments regarding the two-dimensional material graphene,Novoselov,Konstantin,2,8/23/1974,2010,35,Nizhny Tagil,0000-00-00,TRUE,physics,Russia,male,RU,Manchester,University of Manchester,United Kingdom
Andre Geim,for groundbreaking experiments regarding the two-dimensional material graphene,Geim,Andre,2,10/21/1958,2010,51,Sochi,0000-00-00,TRUE,physics,Russia,male,RU,Manchester,University of Manchester,United Kingdom
Dan Shechtman,for the discovery of quasicrystals,Shechtman,Dan,1,1/24/1941,2011,69,Tel Aviv,0000-00-00,TRUE,chemistry,British Mandate of Palestine (now Israel),male,IL,Haifa,Technion - Israel Institute of Technology,Israel
Christopher A. Sims,for their empirical research on cause and effect in the macroeconomy,Sims,Christopher A.,2,10/21/1942,2011,68,"Washington, DC",0000-00-00,TRUE,economics,USA,male,US,"Princeton, NJ",Princeton University,USA
Thomas J. Sargent,for their empirical research on cause and effect in the macroeconomy,Sargent,Thomas J.,2,7/19/1943,2011,67,"Pasadena, CA",0000-00-00,TRUE,economics,USA,male,US,"New York, NY",New York University,USA
Tomas Tranströmer,"because, through his condensed, translucent images, he gives us fresh access to reality",Tranströmer,Tomas,1,4/15/1931,2011,79,Stockholm,3/26/2015,FALSE,literature,Sweden,male,SE,,none,
Jules A. Hoffmann,for their discoveries concerning the activation of innate immunity,Hoffmann,Jules A.,4,8/2/1941,2011,69,Echternach,0000-00-00,TRUE,medicine,Luxembourg,male,LU,Strasbourg,University of Strasbourg,France
Bruce A. Beutler,for their discoveries concerning the activation of innate immunity,Beutler,Bruce A.,4,12/29/1957,2011,53,"Chicago, IL",0000-00-00,TRUE,medicine,USA,male,US,"La Jolla, CA",The Scripps Research Institute,USA
Ralph M. Steinman,for his discovery of the dendritic cell and its role in adaptive immunity,Steinman,Ralph M.,2,1/14/1943,2011,67,Montreal,9/30/2011,FALSE,medicine,Canada,male,CA,"New York, NY",Rockefeller,USA
Ellen Johnson Sirleaf,for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work,Johnson Sirleaf,Ellen,3,10/29/1938,2011,72,Monrovia,0000-00-00,TRUE,peace,Liberia,female,LR,,none,
Tawakkol Karman,for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work,Karman,Tawakkol,3,2/7/1979,2011,31,Ta'izz,0000-00-00,TRUE,peace,Yemen,female,YE,,none,
Leymah Gbowee,for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work,Gbowee,Leymah,3,2/1/1972,2011,38,Monrovia,0000-00-00,TRUE,peace,Liberia,female,LR,,none,
Brian P. Schmidt,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Schmidt,Brian P.,4,2/24/1967,2011,43,"Missoula, MT",0000-00-00,TRUE,physics,USA,male,US,Weston Creek,Australian National University,Australia
Adam G. Riess,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Riess,Adam G.,4,12/16/1969,2011,41,"Washington, DC",0000-00-00,TRUE,physics,USA,male,US,"Baltimore, MD",Johns Hopkins University,USA
Robert J. Lefkowitz,for studies of G-protein-coupled receptors,Lefkowitz,Robert J.,2,4/15/1943,2012,68,"New York, NY",0000-00-00,TRUE,chemistry,USA,male,US,"Durham, NC",Duke University Medical Center,USA
Brian K. Kobilka,for studies of G-protein-coupled receptors,Kobilka,Brian K.,2,5/30/1955,2012,56,"Little Falls, MN",0000-00-00,TRUE,chemistry,USA,male,US,"Stanford, CA",Stanford,USA
Lloyd S. Shapley,for the theory of stable allocations and the practice of market design,Shapley,Lloyd S.,2,6/2/1923,2012,88,"Cambridge, MA",3/12/2016,FALSE,economics,USA,male,US,"Los Angeles, CA",University of California,USA
Alvin E. Roth,for the theory of stable allocations and the practice of market design,Roth,Alvin E.,2,12/18/1951,2012,60,"New York, NY",0000-00-00,TRUE,economics,USA,male,US,"Boston, MA",Harvard,USA
Mo Yan,"who with hallucinatory realism merges folk tales, history and the contemporary",Yan,Mo,1,2/2/1955,2012,56,Gaomi,0000-00-00,TRUE,literature,China,male,CN,,none,
Sir John B. Gurdon,for the discovery that mature cells can be reprogrammed to become pluripotent,Gurdon,Sir John B.,2,10/2/1933,2012,78,Dippenhall,0000-00-00,TRUE,medicine,United Kingdom,male,GB,Cambridge,Cambridge,United Kingdom
Shinya Yamanaka,for the discovery that mature cells can be reprogrammed to become pluripotent,Yamanaka,Shinya,2,9/4/1962,2012,49,Osaka,0000-00-00,TRUE,medicine,Japan,male,JP,Kyoto,Kyoto University,Japan
Serge Haroche,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,Haroche,Serge,2,9/11/1944,2012,67,Casablanca,0000-00-00,TRUE,physics,Morocco,male,MA,Paris,École Normale Supérieure,France
David J. Wineland,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,Wineland,David J.,2,2/24/1944,2012,67,"Milwaukee, WI",0000-00-00,TRUE,physics,USA,male,US,"Boulder, CO",University of Colorado,USA
Michael Levitt,for the development of multiscale models for complex chemical systems,Levitt,Michael,3,5/9/1947,2013,65,Pretoria,0000-00-00,TRUE,chemistry,South Africa,male,ZA,"Stanford, CA",Stanford,USA
Arieh Warshel,for the development of multiscale models for complex chemical systems,Warshel,Arieh,3,11/20/1940,2013,72,Kibbutz Sde-Nahum,0000-00-00,TRUE,chemistry,British Mandate of Palestine (now Israel),male,IL,"Los Angeles, CA",University of Southern California,USA
Martin Karplus,for the development of multiscale models for complex chemical systems,Karplus,Martin,3,3/15/1930,2013,82,Vienna,0000-00-00,TRUE,chemistry,Austria,male,AT,"Cambridge, MA",Harvard,USA
Robert J. Shiller,for their empirical analysis of asset prices,Shiller,Robert J.,3,3/29/1946,2013,66,"Detroit, MI",0000-00-00,TRUE,economics,USA,male,US,"New Haven, CT",Yale University,USA
Lars Peter Hansen,for their empirical analysis of asset prices,Hansen,Lars Peter,3,10/26/1952,2013,60,"Urbana, IL",0000-00-00,TRUE,economics,USA,male,US,"Chicago, IL",University of Chicago,USA
